"","Id","MSSubClass","MSZoning","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1143",1143,60,"RL",9965,"Reg","Inside","CollgCr","Norm","1Fam","2Story",8,5,2006,2007,"Hip","VinylSd","VinylSd","Stone",340,"Gd","TA","PConc","Ex","Gd","GLQ",1150,316,1466,"Ex","Y","SBrkr",1466,1362,2828,1,0,3,0,4,"Gd",11,1,"BuiltIn","RFn",3,1052,"Y",125,144,4,2007,"New","Partial",424870
"1144",1144,20,"RL",9000,"Reg","Inside","Sawyer","Norm","1Fam","1Story",5,3,1959,1959,"Gable","Wd Sdng","Plywood","None",0,"TA","TA","CBlock","TA","No","GLQ",288,718,1006,"TA","Y","SBrkr",1006,0,1006,0,0,1,0,3,"TA",5,0,"Attchd","Unf",0,0,"Y",0,24,7,2008,"WD","Normal",80000
"1145",1145,190,"RL",12180,"Reg","Inside","Edwards","Norm","2fmCon","1.5Fin",4,4,1941,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Fa","BrkTil","Gd","No","BLQ",348,324,672,"Fa","N","FuseA",672,252,924,1,0,1,0,2,"Fa",5,0,"Detchd","Unf",1,280,"Y",0,0,7,2010,"WD","Normal",80000
"1146",1146,50,"RM",6240,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",5,6,1928,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","No","Unf",0,1042,1042,"Ex","Y","SBrkr",1042,534,1576,0,0,1,0,3,"TA",8,1,"Detchd","Unf",1,225,"Y",0,0,8,2006,"WD","Family",149000
"1147",1147,20,"RL",11200,"Reg","Inside","SawyerW","Norm","1Fam","1Story",6,5,1985,1985,"Gable","Wd Sdng","Wd Shng","BrkFace",85,"Gd","TA","CBlock","Gd","No","GLQ",1258,40,1298,"TA","Y","SBrkr",1298,0,1298,1,0,2,0,3,"Gd",5,1,"Attchd","Unf",2,403,"Y",165,26,5,2006,"WD","Normal",180000
"1148",1148,70,"RL",12000,"Reg","Inside","Crawfor","Norm","1Fam","2Story",7,7,1941,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","Rec",275,429,704,"Ex","Y","SBrkr",860,704,1564,0,0,1,1,3,"Fa",7,1,"Attchd","Unf",1,234,"Y",0,0,7,2009,"WD","Normal",174500
"1149",1149,50,"RM",5700,"Reg","Inside","OldTown","Norm","1Fam","1.5Fin",7,7,1926,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","No","Unf",0,572,572,"TA","Y","SBrkr",572,539,1111,0,0,1,0,2,"TA",5,1,"Detchd","Unf",1,288,"Y",0,0,8,2008,"WD","Normal",116900
"1150",1150,70,"RM",9000,"Reg","Inside","OldTown","Artery","1Fam","2Story",7,9,1920,1988,"Hip","VinylSd","VinylSd","None",0,"TA","Gd","PConc","TA","No","ALQ",624,26,650,"Ex","Y","SBrkr",832,650,1482,0,1,1,0,3,"TA",7,0,"Detchd","Unf",2,324,"Y",0,0,7,2009,"WD","Normal",143000
"1151",1151,20,"RL",8280,"IR1","Inside","NAmes","Norm","1Fam","1Story",6,5,1950,1950,"Gable","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","No","Unf",0,932,932,"Ex","Y","FuseA",932,0,932,0,0,1,0,2,"Gd",4,1,"Attchd","Unf",1,306,"Y",0,0,11,2007,"WD","Normal",124000
"1152",1152,20,"RL",17755,"Reg","Inside","Edwards","Norm","1Fam","1Story",5,4,1959,1959,"Gable","HdBoard","Plywood","BrkFace",132,"TA","TA","CBlock","TA","No","BLQ",176,1290,1466,"TA","Y","SBrkr",1466,0,1466,0,0,1,1,3,"Fa",6,2,"Attchd","Fin",2,528,"Y",0,140,11,2006,"WD","Normal",149900
"1153",1153,20,"RL",14115,"IR1","Inside","Crawfor","Norm","1Fam","1Story",6,7,1956,2004,"Gable","Stone","Stone","None",0,"TA","TA","PConc","TA","No","ALQ",296,230,1073,"Ex","Y","SBrkr",1811,0,1811,0,0,1,0,2,"Ex",6,1,"Attchd","Fin",2,470,"Y",0,0,7,2006,"WD","Abnorml",230000
"1154",1154,30,"RM",5890,"Reg","Corner","IDOTRR","Norm","1Fam","1Story",6,8,1930,2007,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","Av","ALQ",538,278,816,"Ex","Y","SBrkr",816,0,816,0,0,1,0,2,"TA",5,0,"Detchd","Unf",1,432,"Y",0,0,6,2008,"WD","Normal",120500
"1155",1155,60,"RL",13700,"IR1","Inside","NAmes","Norm","1Fam","2Story",7,6,1965,1988,"Gable","VinylSd","VinylSd","Stone",288,"TA","TA","CBlock","TA","Gd","ALQ",454,410,864,"TA","Y","SBrkr",902,918,1820,0,0,1,2,4,"Gd",8,2,"Attchd","Unf",2,492,"Y",60,84,5,2008,"WD","Normal",201800
"1156",1156,20,"RL",10768,"IR1","Corner","Veenker","Norm","1Fam","1Story",5,8,1976,2004,"Gable","Plywood","Plywood","None",0,"Gd","Gd","CBlock","Gd","Gd","ALQ",1157,280,1437,"TA","Y","SBrkr",1437,0,1437,1,0,2,0,3,"Gd",6,1,"Attchd","RFn",2,528,"Y",0,21,7,2007,"WD","Normal",218000
"1157",1157,80,"RL",9350,"Reg","Inside","NAmes","Norm","1Fam","SLvl",5,8,1965,1999,"Gable","BrkFace","BrkFace","None",0,"TA","Gd","PConc","TA","Gd","ALQ",633,586,1219,"Gd","Y","SBrkr",1265,0,1265,0,1,2,0,3,"Gd",6,1,"Attchd","RFn",2,502,"Y",0,92,10,2008,"WD","Normal",179900
"1158",1158,120,"RL",5001,"IR1","Inside","NridgHt","Norm","Twnhs","1Story",7,5,2007,2008,"Gable","VinylSd","VinylSd","Stone",166,"Gd","TA","PConc","Gd","No","GLQ",904,410,1314,"Ex","Y","SBrkr",1314,0,1314,1,0,2,0,2,"Gd",6,1,"Attchd","RFn",2,626,"Y",172,62,7,2009,"WD","Normal",230000
"1159",1159,20,"RL",11932,"Reg","FR2","Somerst","Feedr","1Fam","1Story",8,5,2007,2008,"Gable","VinylSd","VinylSd","Stone",186,"Gd","TA","PConc","Gd","No","Unf",0,1580,1580,"Ex","Y","SBrkr",1580,0,1580,0,0,2,0,3,"Gd",7,0,"Attchd","RFn",3,830,"Y",0,24,6,2008,"ConLD","Partial",235128
"1160",1160,60,"RL",9120,"Reg","Inside","NWAmes","Norm","1Fam","2Story",6,6,1974,1974,"Hip","HdBoard","HdBoard","BrkFace",270,"Gd","TA","CBlock","TA","No","ALQ",442,459,901,"TA","Y","SBrkr",943,933,1876,0,0,2,1,4,"Gd",8,1,"Attchd","RFn",2,540,"Y",0,69,7,2008,"WD","Normal",185000
"1161",1161,160,"RL",2280,"Reg","Inside","NPkVill","Norm","Twnhs","2Story",6,5,1978,1978,"Gable","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","No","ALQ",311,544,855,"Fa","Y","SBrkr",855,601,1456,0,0,2,1,3,"TA",7,1,"Attchd","Unf",2,440,"Y",26,0,7,2010,"WD","Normal",146000
"1162",1162,20,"RL",14778,"IR1","CulDSac","Crawfor","PosN","1Fam","1Story",6,7,1954,2006,"Hip","HdBoard","HdBoard","BrkFace",72,"Gd","TA","CBlock","TA","No","BLQ",728,568,1296,"Ex","Y","SBrkr",1640,0,1640,1,0,1,0,3,"Gd",7,1,"Detchd","Unf",2,924,"Y",108,0,11,2008,"WD","Normal",224000
"1163",1163,20,"RL",8724,"Reg","Inside","Sawyer","Norm","1Fam","1Story",5,5,1968,1968,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","No","BLQ",492,402,894,"Gd","Y","SBrkr",894,0,894,0,0,1,0,3,"TA",5,1,"Attchd","Fin",2,450,"Y",0,0,5,2007,"WD","Normal",129000
"1164",1164,90,"RL",12900,"Reg","Inside","Sawyer","Feedr","Duplex","SFoyer",4,4,1969,1969,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","Av","GLQ",1198,0,1198,"TA","Y","SBrkr",1258,0,1258,2,0,0,2,0,"TA",6,0,"CarPort","Unf",2,400,"Y",120,0,1,2008,"WD","Alloca",108959
"1165",1165,80,"RL",16157,"IR1","FR2","Veenker","Feedr","1Fam","SLvl",5,7,1978,1978,"Gable","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","Gd","ALQ",680,289,1360,"Ex","Y","SBrkr",1432,0,1432,1,0,1,1,2,"Gd",5,1,"Attchd","Unf",2,588,"Y",168,180,6,2007,"WD","Normal",194000
"1166",1166,20,"RL",9541,"IR1","Inside","NridgHt","Norm","1Fam","1Story",7,5,2009,2009,"Gable","VinylSd","VinylSd","Stone",268,"Gd","TA","PConc","Gd","No","Unf",0,1502,1502,"Ex","Y","SBrkr",1502,0,1502,0,0,2,0,3,"Gd",7,0,"Attchd","RFn",2,644,"Y",0,114,9,2009,"New","Partial",233170
"1167",1167,20,"RL",10475,"IR1","Corner","CollgCr","Norm","1Fam","1Story",8,5,2008,2008,"Gable","VinylSd","VinylSd","Stone",72,"Gd","TA","PConc","Gd","Av","Unf",0,1694,1694,"Ex","Y","SBrkr",1694,0,1694,0,0,2,0,3,"Gd",7,0,"Attchd","RFn",3,776,"Y",160,33,2,2010,"WD","Normal",245350
"1168",1168,60,"RL",10852,"IR1","Inside","Gilbert","RRAn","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","GLQ",786,173,959,"Ex","Y","SBrkr",959,712,1671,1,0,2,1,3,"TA",7,1,"Attchd","Fin",2,472,"Y",0,38,2,2006,"WD","Normal",173000
"1169",1169,70,"RL",13728,"Reg","Corner","Edwards","Norm","1Fam","2Story",6,7,1935,1986,"Hip","Stucco","Stucco","None",0,"TA","TA","CBlock","TA","No","Rec",626,501,1127,"Ex","Y","SBrkr",1236,872,2108,0,0,2,0,4,"Gd",7,2,"Basment","Unf",2,540,"Y",0,0,7,2008,"WD","Normal",235000
"1170",1170,60,"RL",35760,"IR1","CulDSac","NoRidge","Norm","1Fam","2Story",10,5,1995,1996,"Hip","HdBoard","HdBoard","BrkFace",1378,"Gd","Gd","PConc","Ex","Gd","GLQ",1387,543,1930,"Ex","Y","SBrkr",1831,1796,3627,1,0,3,1,4,"Gd",10,1,"Attchd","Fin",3,807,"Y",361,76,7,2006,"WD","Normal",625000
"1171",1171,80,"RL",9880,"Reg","Inside","Mitchel","Norm","1Fam","SLvl",6,6,1977,1977,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","Av","ALQ",522,574,1096,"TA","Y","SBrkr",1118,0,1118,1,0,1,0,3,"TA",6,1,"Attchd","Fin",1,358,"Y",203,0,7,2008,"WD","Normal",171000
"1172",1172,20,"RL",9120,"Reg","Inside","NAmes","Norm","1Fam","1Story",6,6,1958,1958,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","ALQ",662,599,1261,"Ex","Y","SBrkr",1261,0,1261,1,0,1,0,3,"TA",6,1,"Attchd","RFn",2,433,"Y",0,0,11,2008,"WD","Normal",163000
"1173",1173,160,"FV",4017,"IR1","Inside","Somerst","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,625,625,"Ex","Y","SBrkr",625,625,1250,0,0,2,1,2,"Gd",5,0,"Detchd","Fin",2,625,"Y",0,54,3,2008,"WD","Normal",171900
"1174",1174,50,"RL",18030,"IR1","Inside","ClearCr","Norm","1Fam","1.5Fin",5,6,1946,1994,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","Rec",152,977,1598,"TA","Y","SBrkr",1636,971,3086,0,0,3,0,3,"Ex",12,1,"Attchd","Unf",0,0,"Y",122,0,3,2007,"WD","Normal",200500
"1175",1175,70,"RL",16560,"IR1","Inside","Crawfor","Norm","1Fam","2Story",6,8,1932,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","No","Rec",503,449,952,"TA","Y","SBrkr",1170,1175,2345,0,0,2,1,4,"TA",9,1,"Detchd","Unf",2,360,"Y",0,0,7,2006,"WD","Normal",239000
"1176",1176,50,"RL",10678,"Reg","Inside","NoRidge","Norm","1Fam","1.5Fin",8,5,1992,2000,"Hip","HdBoard","HdBoard","BrkFace",337,"Gd","TA","PConc","Gd","No","GLQ",700,983,1683,"Ex","Y","SBrkr",2129,743,2872,0,0,2,1,4,"Gd",9,1,"Attchd","Fin",2,541,"Y",0,33,4,2007,"WD","Normal",285000
"1177",1177,20,"RL",6951,"IR1","CulDSac","Mitchel","Norm","1Fam","1Story",5,5,1984,1985,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","No","ALQ",658,218,876,"TA","Y","SBrkr",923,0,923,1,0,1,0,3,"TA",5,0,"Attchd","Unf",1,264,"Y",362,0,10,2008,"WD","Normal",119500
"1178",1178,50,"RM",3950,"Reg","Inside","OldTown","Artery","1Fam","1.5Fin",6,8,1926,2004,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","Rec",468,350,818,"TA","Y","SBrkr",818,406,1224,0,0,1,0,3,"TA",5,0,"Detchd","Unf",1,210,"N",0,0,12,2009,"WD","Normal",115000
"1179",1179,50,"RL",7681,"IR1","FR2","Crawfor","Norm","1Fam","1.5Fin",5,6,1921,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","No","Unf",0,731,731,"Ex","Y","SBrkr",820,523,1343,0,0,1,1,3,"TA",7,1,"Detchd","Unf",1,186,"Y",192,0,7,2009,"WD","Normal",154900
"1180",1180,20,"RL",8335,"Reg","Corner","Edwards","Norm","1Fam","1Story",5,5,1954,1954,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Slab","TA","No","Unf",0,0,0,"Gd","Y","SBrkr",1124,0,1124,0,0,1,0,3,"TA",5,1,"Attchd","Unf",0,0,"N",0,36,4,2006,"WD","Normal",93000
"1181",1181,60,"RL",11170,"IR2","Corner","Timber","Norm","1Fam","2Story",7,5,1990,1991,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Wood","Gd","No","LwQ",1216,0,1216,"Ex","Y","SBrkr",1298,1216,2514,0,0,2,1,4,"TA",8,0,"Attchd","Fin",2,693,"Y",0,0,4,2006,"WD","Normal",250000
"1182",1182,120,"RM",5587,"IR1","Inside","Crawfor","Norm","TwnhsE","1Story",8,5,2008,2008,"Hip","CemntBd","CmentBd","Stone",186,"Ex","TA","PConc","Ex","Gd","GLQ",1480,120,1600,"Ex","Y","SBrkr",1652,0,1652,1,1,2,0,2,"Gd",5,1,"Attchd","Fin",2,482,"Y",162,53,11,2008,"New","Partial",392500
"1183",1183,60,"RL",15623,"IR1","Corner","NoRidge","Norm","1Fam","2Story",10,5,1996,1996,"Hip","Wd Sdng","ImStucc","None",0,"Gd","TA","PConc","Ex","Av","GLQ",2096,300,2396,"Ex","Y","SBrkr",2411,2065,4476,1,0,3,1,4,"Ex",10,2,"Attchd","Fin",3,813,"Y",171,78,7,2007,"WD","Abnorml",745000
"1184",1184,30,"RL",10800,"Reg","Inside","OldTown","Norm","1Fam","1Story",5,6,1920,1950,"Hip","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","No","Rec",821,299,1120,"Ex","Y","SBrkr",1130,0,1130,1,0,1,0,2,"TA",5,1,"Detchd","Unf",2,720,"Y",229,0,6,2006,"WD","Normal",120000
"1185",1185,20,"RL",35133,"Reg","Inside","Timber","Norm","1Fam","1Story",5,4,1963,1963,"Hip","MetalSd","MetalSd","BrkFace",226,"TA","TA","CBlock","TA","Gd","Rec",1159,413,1572,"Gd","Y","SBrkr",1572,0,1572,1,0,1,1,3,"TA",5,2,"2Types","RFn",3,995,"Y",0,263,5,2007,"WD","Normal",186700
"1186",1186,50,"RL",9738,"Reg","Inside","Edwards","Norm","1Fam","1.5Fin",5,7,1924,1950,"Gable","AsbShng","AsbShng","None",0,"TA","Gd","BrkTil","TA","No","BLQ",392,392,784,"Gd","Y","SBrkr",949,272,1221,1,0,1,0,4,"TA",7,0,"Attchd","Unf",1,392,"Y",0,0,3,2006,"WD","Normal",104900
"1187",1187,190,"RL",10615,"IR1","Corner","OldTown","Artery","2fmCon","2Story",3,5,1900,1970,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","Mn","BLQ",440,538,978,"TA","Y","SBrkr",1014,685,1699,1,0,2,0,3,"TA",7,0,"CarPort","Unf",2,420,"Y",0,74,8,2009,"WD","Abnorml",95000
"1188",1188,20,"RL",12461,"Reg","Corner","NoRidge","Norm","1Fam","1Story",8,5,1994,1995,"Gable","ImStucc","ImStucc","None",0,"Gd","TA","PConc","Gd","No","GLQ",1456,168,1624,"Ex","Y","SBrkr",1624,0,1624,1,0,2,0,2,"Gd",5,1,"Attchd","RFn",3,757,"Y",0,114,7,2006,"WD","Normal",262000
"1189",1189,60,"RL",8935,"IR1","Inside","CollgCr","Norm","1Fam","2Story",7,5,2002,2002,"Gable","VinylSd","VinylSd","BrkFace",95,"Gd","TA","PConc","Gd","No","Unf",0,831,831,"Ex","Y","SBrkr",831,829,1660,0,0,2,1,3,"Gd",7,0,"Attchd","RFn",2,493,"Y",144,68,7,2009,"WD","Normal",195000
"1190",1190,60,"RL",7500,"Reg","Inside","Gilbert","Norm","1Fam","2Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","No","Unf",0,994,994,"Gd","Y","SBrkr",1028,776,1804,0,0,2,1,3,"Gd",7,1,"Attchd","Fin",2,442,"Y",140,60,6,2010,"WD","Normal",189000
"1191",1191,190,"RL",32463,"Reg","Inside","Mitchel","Norm","2fmCon","1Story",4,4,1961,1975,"Gable","MetalSd","MetalSd","Stone",149,"TA","Gd","CBlock","TA","Av","BLQ",1159,90,1249,"Ex","Y","SBrkr",1622,0,1622,1,0,1,0,3,"TA",7,1,"2Types","Fin",4,1356,"Y",439,0,3,2007,"WD","Normal",168000
"1192",1192,160,"FV",2645,"Reg","Inside","Somerst","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","No","Unf",0,776,776,"Ex","Y","SBrkr",764,677,1441,0,0,2,1,2,"Gd",5,0,"Detchd","Unf",2,492,"Y",206,0,11,2007,"WD","Normal",174000
"1193",1193,50,"RM",9600,"Reg","Inside","OldTown","Norm","1Fam","1.5Fin",5,8,1925,1994,"Gambrel","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","Mn","Unf",0,702,702,"Gd","Y","SBrkr",842,630,1472,0,0,1,0,3,"Gd",6,0,"Detchd","Unf",1,250,"P",0,0,7,2007,"WD","Normal",125000
"1194",1194,120,"RM",4500,"Reg","FR2","Mitchel","Norm","TwnhsE","1Story",6,5,1999,1999,"Hip","VinylSd","VinylSd","BrkFace",425,"TA","TA","PConc","Ex","No","GLQ",883,341,1224,"Ex","Y","SBrkr",1224,0,1224,1,0,2,0,2,"TA",5,0,"Attchd","Fin",2,402,"Y",0,304,6,2009,"WD","Normal",165000
"1195",1195,60,"RL",9364,"Reg","Corner","Sawyer","Norm","1Fam","2Story",6,7,1969,1969,"Gable","HdBoard","HdBoard","Stone",143,"TA","TA","CBlock","TA","No","ALQ",371,292,663,"TA","Y","SBrkr",663,689,1352,0,0,1,1,4,"TA",7,0,"Attchd","Fin",1,299,"Y",379,36,3,2010,"WD","Normal",158000
"1196",1196,60,"RL",8029,"IR1","Inside","Gilbert","Norm","1Fam","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","Unf",0,728,728,"Ex","Y","SBrkr",728,728,1456,0,0,2,1,3,"Gd",8,0,"Attchd","Fin",2,400,"Y",100,24,7,2008,"WD","Normal",176000
"1197",1197,60,"RL",14054,"IR1","Inside","Gilbert","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Av","Unf",0,879,879,"Ex","Y","SBrkr",879,984,1863,0,0,2,1,4,"Gd",9,1,"BuiltIn","Fin",3,660,"Y",100,17,11,2006,"New","Partial",219210
"1198",1198,75,"RM",8850,"IR1","Corner","OldTown","Norm","1Fam","2.5Unf",7,6,1916,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","No","Unf",0,815,815,"Ex","Y","SBrkr",815,875,1690,0,0,1,0,3,"TA",7,1,"Detchd","Unf",1,225,"Y",0,0,7,2006,"ConLw","Normal",144000
"1199",1199,20,"RL",9100,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2001,2001,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,1212,1212,"Ex","Y","SBrkr",1212,0,1212,0,0,2,0,3,"Gd",6,0,"Attchd","RFn",2,573,"Y",356,0,6,2009,"WD","Normal",178000
"1200",1200,20,"RL",11235,"Reg","Inside","Sawyer","Norm","1Fam","1Story",4,5,1963,1979,"Gable","HdBoard","HdBoard","BrkFace",51,"TA","TA","CBlock","TA","No","Rec",547,504,1051,"Gd","Y","SBrkr",1382,0,1382,0,0,1,1,3,"TA",6,1,"Attchd","Unf",2,459,"Y",0,82,10,2006,"WD","Normal",148000
"1201",1201,20,"RL",9353,"Reg","Inside","NAmes","Norm","1Fam","1Story",4,5,1970,1970,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","Unf",0,864,864,"Gd","Y","SBrkr",864,0,864,0,0,1,0,3,"TA",5,0,"Attchd","Unf",1,280,"Y",0,0,7,2006,"Oth","Abnorml",116050
"1202",1202,60,"RL",10400,"Reg","Corner","CollgCr","Norm","1Fam","2Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Av","Unf",0,866,866,"Ex","Y","SBrkr",866,913,1779,0,0,2,1,3,"Gd",6,0,"Attchd","RFn",2,546,"Y",198,36,3,2009,"WD","Normal",197900
"1203",1203,50,"RM",6000,"Reg","Corner","BrkSide","Norm","1Fam","1.5Fin",5,8,1925,1997,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","No","Unf",0,884,884,"Ex","Y","SBrkr",884,464,1348,1,0,1,0,3,"TA",5,1,"Detchd","Unf",1,216,"N",0,0,5,2009,"WD","Normal",117000
"1204",1204,20,"RL",9750,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2000,2001,"Gable","VinylSd","VinylSd","BrkFace",171,"Gd","TA","PConc","Gd","No","Unf",0,1630,1630,"Ex","Y","SBrkr",1630,0,1630,0,0,2,0,3,"Gd",6,1,"Attchd","Unf",2,451,"Y",74,234,10,2009,"WD","Normal",213000
"1205",1205,20,"RL",10140,"Reg","Inside","NWAmes","Norm","1Fam","1Story",5,6,1975,1975,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","No","ALQ",788,268,1056,"Ex","Y","SBrkr",1074,0,1074,1,0,1,1,3,"TA",6,0,"Attchd","RFn",2,495,"Y",0,88,7,2006,"WD","Normal",153500
"1206",1206,20,"RL",14684,"IR1","CulDSac","SawyerW","Norm","1Fam","1Story",7,7,1990,1991,"Hip","HdBoard","HdBoard","BrkFace",234,"Gd","TA","CBlock","Gd","Mn","ALQ",485,1496,2158,"Gd","Y","SBrkr",2196,0,2196,0,0,2,0,3,"Gd",7,1,"Attchd","RFn",3,701,"Y",84,70,6,2009,"WD","Normal",271900
"1207",1207,20,"RH",8900,"Reg","Inside","SawyerW","Norm","1Fam","1Story",4,4,1966,1966,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","No","Rec",1056,0,1056,"TA","Y","SBrkr",1056,0,1056,1,0,1,0,2,"TA",5,0,"Detchd","Unf",1,384,"Y",0,42,11,2006,"WD","Normal",107000
"1208",1208,20,"RL",9135,"Reg","Inside","CollgCr","Norm","1Fam","1Story",6,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",120,"Gd","TA","PConc","Gd","Av","GLQ",340,1342,1682,"Ex","Y","SBrkr",1700,0,1700,1,0,2,0,3,"Gd",7,0,"Attchd","RFn",2,544,"Y",192,23,5,2006,"WD","Normal",200000
"1209",1209,20,"RL",7763,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1962,1980,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","No","Rec",504,319,931,"TA","Y","SBrkr",1283,0,1283,1,0,1,0,3,"TA",6,0,"Detchd","Unf",2,506,"Y",0,0,10,2008,"WD","Normal",140000
"1210",1210,20,"RL",10182,"IR1","CulDSac","Somerst","RRNn","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","Stone",420,"Gd","TA","PConc","Ex","Mn","GLQ",1220,440,1660,"Ex","Y","SBrkr",1660,0,1660,1,0,2,0,3,"Gd",8,1,"Attchd","RFn",2,500,"Y",322,50,5,2006,"New","Partial",290000
"1211",1211,60,"RL",11218,"Reg","Inside","SawyerW","Norm","1Fam","2Story",6,5,1992,1992,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Gd","No","Unf",0,1055,1055,"Ex","Y","SBrkr",1055,790,1845,0,0,2,1,3,"Gd",8,1,"Attchd","RFn",2,462,"Y",635,104,5,2010,"WD","Normal",189000
"1212",1212,50,"RL",12134,"IR1","Inside","Gilbert","Norm","1Fam","1.5Fin",8,7,1988,2005,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","TA","Wood","Gd","Av","GLQ",427,132,559,"Gd","Y","SBrkr",1080,672,1752,0,0,2,0,4,"TA",8,0,"Basment","RFn",2,492,"Y",325,12,6,2010,"WD","Normal",164000
"1213",1213,30,"RL",9340,"Reg","Inside","Edwards","Norm","1Fam","1Story",4,6,1941,1950,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","Rec",344,328,672,"TA","Y","SBrkr",672,0,672,1,0,1,0,2,"TA",4,0,"Attchd","Unf",1,234,"N",0,113,8,2009,"WD","Normal",113000
"1214",1214,80,"RL",10246,"IR1","CulDSac","Sawyer","Norm","1Fam","SLvl",4,9,1965,2001,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Av","GLQ",648,0,648,"Ex","Y","SBrkr",960,0,960,1,1,0,0,0,"TA",3,0,"Attchd","Unf",1,364,"Y",88,0,5,2006,"WD","Normal",145000
"1215",1215,85,"RL",10205,"IR1","Inside","NAmes","Norm","1Fam","SFoyer",5,5,1962,1962,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","Av","BLQ",784,141,925,"TA","Y","SBrkr",999,0,999,1,0,1,0,3,"TA",6,0,"Attchd","Unf",1,300,"Y",150,72,5,2006,"WD","Normal",134500
